ID_integron	ID_replicon	element	pos_beg	pos_end	strand	evalue	type_elt	annotation	model	type	default	distance_2attC	considered_topology
integron_01	NZ_CP135234.1	P_intI1	27878	27912	-1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_01	NZ_CP135234.1	NZ_CP135234.1_34	27889	28488	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	NZ_CP135234.1	attI1	27937	27995	1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_01	NZ_CP135234.1	attc_001	28483	28615	1	1.6e-06	attC	attC	attc_4	complete	No	NA	circ
integron_01	NZ_CP135234.1	NZ_CP135234.1_35	28619	29407	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	NZ_CP135234.1	attc_002	29454	29510	1	0.002	attC	attC	attc_4	complete	No	839.0	circ
integron_01	NZ_CP135234.1	NZ_CP135234.1_36	29613	29960	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	NZ_CP135207.1	NZ_CP135207.1_52	36653	37000	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	NZ_CP135207.1	attc_001	37103	37162	-1	5.2e-09	attC	attC	attc_4	complete	No	NA	circ
integron_01	NZ_CP135207.1	NZ_CP135207.1_53	37157	37789	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	NZ_CP135207.1	attc_002	37818	37907	-1	8e-06	attC	attC	attc_4	complete	No	656.0	circ
integron_01	NZ_CP135207.1	NZ_CP135207.1_54	37927	38802	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	NZ_CP135207.1	attc_003	38822	38893	-1	4.4e-06	attC	attC	attc_4	complete	No	915.0	circ
integron_01	NZ_CP135207.1	NZ_CP135207.1_55	38888	39487	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	NZ_CP135207.1	attc_004	39592	39703	-1	5.7e-09	attC	attC	attc_4	complete	No	699.0	circ
integron_01	NZ_CP135207.1	NZ_CP135207.1_56	39720	40178	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	NZ_CP135207.1	attc_005	40183	40252	-1	3e-08	attC	attC	attc_4	complete	No	480.0	circ
integron_01	NZ_CP135207.1	NZ_CP135207.1_57	40291	40605	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	NZ_CP135207.1	attc_006	40624	40695	-1	0.00014	attC	attC	attc_4	complete	No	372.0	circ
integron_01	NZ_CP135207.1	NZ_CP135207.1_58	40708	41508	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	NZ_CP135207.1	attI1	41536	41594	-1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_01	NZ_CP135207.1	P_intI1	41619	41653	1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_01	NZ_CP135207.1	Pc_int1	41645	41671	-1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_01	NZ_CP135207.1	NZ_CP135207.1_59	41675	42688	1	5.6e-25	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_01	NZ_CP135205.1	NZ_CP135205.1_54	45743	46291	-1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	NZ_CP135205.1	attc_001	46320	46409	-1	2.1e-05	attC	attC	attc_4	CALIN	No	NA	circ
integron_01	NZ_CP135205.1	attc_002	47324	47394	-1	1.2e-05	attC	attC	attc_4	CALIN	No	915.0	circ
integron_01	NZ_CP135205.1	NZ_CP135205.1_55	47389	47988	-1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	NZ_CP135169.1	NZ_CP135169.1_1	269	610	1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	NZ_CP135169.1	NZ_CP135169.1_2	581	874	-1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	NZ_CP135169.1	NZ_CP135169.1_3	1420	2124	-1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	NZ_CP135169.1	attc_002	1968	2019	1	0.37	attC	attC	attc_4	CALIN	No	2820.0	circ
integron_01	NZ_CP135169.1	NZ_CP135169.1_27	23229	23933	-1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	NZ_CP135169.1	attc_001	23777	23828	1	0.37	attC	attC	attc_4	CALIN	No	NA	circ
integron_02	NZ_CP135169.1	NZ_CP135169.1_3	1420	2124	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_02	NZ_CP135169.1	attc_001	2291	2376	-1	0.018	attC	attC	attc_4	complete	No	NA	circ
integron_02	NZ_CP135169.1	NZ_CP135169.1_4	2371	2844	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_02	NZ_CP135169.1	attI1	2861	2919	-1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_02	NZ_CP135169.1	P_intI1	2944	2978	1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_02	NZ_CP135169.1	Pc_int1	2970	2996	-1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_02	NZ_CP135169.1	NZ_CP135169.1_5	3000	4112	1	2.8e-25	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_03	NZ_CP135169.1	NZ_CP135169.1_21	17984	18688	-1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_03	NZ_CP135169.1	attc_001	18532	18583	1	0.37	attC	attC	attc_4	CALIN	No	NA	circ
integron_03	NZ_CP135169.1	attc_002	18900	18957	1	0.019	attC	attC	attc_4	CALIN	No	317.0	circ
integron_03	NZ_CP135169.1	NZ_CP135169.1_22	18995	19789	-1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	NZ_CP135168.1	NZ_CP135168.1_48	37209	38321	-1	5.8e-25	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_01	NZ_CP135168.1	Pc_int1	38324	38350	1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_01	NZ_CP135168.1	P_intI1	38342	38376	-1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_01	NZ_CP135168.1	attI1	38401	38459	1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_01	NZ_CP135168.1	NZ_CP135168.1_49	38466	38963	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	NZ_CP135168.1	attc_001	38958	39047	1	2.8e-05	attC	attC	attc_4	complete	No	NA	circ
integron_01	NZ_CP135168.1	attc_002	39308	39367	1	1e-06	attC	attC	attc_4	complete	No	261.0	circ
integron_01	NZ_CP135168.1	NZ_CP135168.1_50	39383	40162	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	NZ_CP135168.1	attc_003	40164	40223	1	4.3e-08	attC	attC	attc_4	complete	No	797.0	circ
integron_01	NZ_CP135168.1	NZ_CP135168.1_51	40424	41683	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	NZ_CP135168.1	attc_004	41703	41772	1	1e-06	attC	attC	attc_4	complete	No	1480.0	circ
integron_01	NZ_CP135168.1	NZ_CP135168.1_52	41788	42567	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	NZ_CP135168.1	attc_005	42569	42628	1	1.1e-09	attC	attC	attc_4	complete	No	797.0	circ
integron_01	NZ_CP135168.1	NZ_CP135168.1_53	42737	43069	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	NZ_CP135168.1	attc_006	43080	43139	1	5.2e-07	attC	attC	attc_4	complete	No	452.0	circ
integron_01	NZ_CP135168.1	NZ_CP135168.1_54	43316	43891	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	NZ_CP040126.1	NZ_CP040126.1_11	7986	8999	-1	4.7e-24	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_01	NZ_CP040126.1	Pc_int1	9002	9028	1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_01	NZ_CP040126.1	P_intI1	9020	9054	-1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_01	NZ_CP040126.1	attI1	9079	9137	1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_01	NZ_CP040126.1	NZ_CP040126.1_12	9082	9714	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	NZ_CP040126.1	attc_001	9709	9780	1	0.00069	attC	attC	attc_4	complete	No	NA	circ
integron_01	NZ_CP040126.1	NZ_CP040126.1_13	9855	10529	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	NZ_CP040126.1	attc_002	10536	10666	1	6e-07	attC	attC	attc_4	complete	No	756.0	circ
integron_01	NZ_CP040126.1	NZ_CP040126.1_14	10682	10966	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	NZ_CP040126.1	attc_003	10924	10982	1	0.0052	attC	attC	attc_4	complete	No	258.0	circ
integron_01	NZ_CP040126.1	NZ_CP040126.1_15	11002	11877	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	NZ_CP040126.1	attc_004	11897	11986	1	7.2e-05	attC	attC	attc_4	complete	No	915.0	circ
integron_01	NZ_CP040126.1	NZ_CP040126.1_16	12015	12647	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	NZ_CP040126.1	attc_005	12642	12701	1	4.7e-08	attC	attC	attc_4	complete	No	656.0	circ
integron_01	NZ_CP040126.1	NZ_CP040126.1_17	12804	13151	1	NA	protein	protein	NA	complete	No	NA	circ
integron_02	NZ_CP040126.1	NZ_CP040126.1_23	18695	19708	-1	4.7e-24	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_02	NZ_CP040126.1	Pc_int1	19711	19737	1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_02	NZ_CP040126.1	P_intI1	19729	19763	-1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_02	NZ_CP040126.1	attI1	19788	19846	1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_02	NZ_CP040126.1	NZ_CP040126.1_24	19875	20675	1	NA	protein	protein	NA	complete	No	NA	circ
integron_02	NZ_CP040126.1	attc_001	20684	20764	1	1.2e-05	attC	attC	attc_4	complete	No	NA	circ
integron_02	NZ_CP040126.1	NZ_CP040126.1_25	20711	21337	1	NA	protein	protein	NA	complete	No	NA	circ
integron_02	NZ_CP040126.1	attc_002	21332	21403	1	2.6e-05	attC	attC	attc_4	complete	No	568.0	circ
integron_02	NZ_CP040126.1	NZ_CP040126.1_26	21506	21838	1	NA	protein	protein	NA	complete	No	NA	circ
integron_02	NZ_CP040126.1	attc_003	21850	21990	1	0.00058	attC	attC	attc_4	complete	No	447.0	circ
integron_02	NZ_CP040126.1	NZ_CP040126.1_27	22087	22725	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	NZ_CP033353.2	NZ_CP033353.2_19	14792	15490	-1	1.7e-09	protein	intI	intersection_tyr_intI	complete	No	NA	circ
integron_01	NZ_CP033353.2	Pc_int1	15493	15519	1	NA	Promoter	Pc_1	NA	complete	No	NA	circ
integron_01	NZ_CP033353.2	P_intI1	15511	15545	-1	NA	Promoter	Pint_1	NA	complete	No	NA	circ
integron_01	NZ_CP033353.2	attI1	15570	15628	1	NA	attI	attI_1	NA	complete	No	NA	circ
integron_01	NZ_CP033353.2	NZ_CP033353.2_20	15573	16121	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	NZ_CP033353.2	attc_001	16116	16248	1	2.9e-06	attC	attC	attc_4	complete	No	NA	circ
integron_01	NZ_CP033353.2	NZ_CP033353.2_21	16252	17040	1	NA	protein	protein	NA	complete	No	NA	circ
integron_01	NZ_CP033353.2	attc_002	17087	17143	1	0.0038	attC	attC	attc_4	complete	No	839.0	circ
integron_01	NZ_CP033353.2	NZ_CP033353.2_22	17131	17769	-1	NA	protein	protein	NA	complete	No	NA	circ
integron_02	NZ_CP033353.2	NZ_CP033353.2_267	232778	233125	-1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	NZ_CP033353.2	attc_001	233226	233341	-1	0.0053	attC	attC	attc_4	CALIN	No	NA	circ
integron_02	NZ_CP033353.2	NZ_CP033353.2_268	233348	233800	-1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	NZ_CP033353.2	attc_002	233831	233890	-1	6e-08	attC	attC	attc_4	CALIN	No	490.0	circ
integron_02	NZ_CP033353.2	NZ_CP033353.2_269	233885	234517	-1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	NZ_CP033353.2	attc_003	234546	234635	-1	4.7e-05	attC	attC	attc_4	CALIN	No	656.0	circ
integron_02	NZ_CP033353.2	NZ_CP033353.2_270	234655	235530	-1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_02	NZ_CP033353.2	attc_004	235550	235621	-1	2.6e-05	attC	attC	attc_4	CALIN	No	915.0	circ
integron_02	NZ_CP033353.2	NZ_CP033353.2_271	235616	236215	-1	NA	protein	protein	NA	CALIN	No	NA	circ
integron_01	NZ_CP033347.2	NZ_CP033347.2_138	132510	133469	-1	2.7999999999999998e-24	protein	intI	intersection_tyr_intI	complete	No	NA	circ
